Iesniegts;Grupa;Tips;Veids;Problēma;Departaments;Apstrādē;Status
"﻿""2018-09-15 11:53:28""";Vide;Infrastruktūras bojājumi;;raunas iela 13,. sagāzušies krūmi uz soliņa. krūmos ieaugušas miskastes. iegruvis bruģis.;Cēsu novada Pašvaldības policija;838h 59m 59s;Ilgtermiņa
"﻿""2018-09-18 14:36:40""";Ielas un ceļi;Ceļa aprīkojums;Bojāta atdalošā barjera;Bojāts nožogojums, Bērzaines un Palaista ielu krustojuma ;Cēsu novada Komunālā nodaļa;00h 07m 41s;Izpildītie
"﻿""2018-09-18 19:02:27""";Vide;Infrastruktūras bojājumi;;Būtu ļoti jauki, ja pašvaldība rastu iespēju uzstādīt atpakaļ šūpoles mazākiem bērniem ar drošības barjeru. Arī stadionā tādu nav.;Cēsu novada Pašvaldības policija;64h 48m 42s;Izpildītie
"﻿""2018-09-19 10:03:17""";Apgaismojums;Ielu apgaismojums;Bojāts apgaismes ķermenis;Atentāts problēma Valmieras un Baltās ielas stūris.;Cēsu novada Komunālā nodaļa;49h 52m 16s;Izpildītie
"﻿""2018-09-19 11:51:19""";Vide;Infrastruktūras bojājumi;Bojāts laternas stabs;"Stadionā šaj iekārtai kustīga muguras daļa. Jānistiprina. ;)";Cēsu novada Pašvaldības policija;01h 50m 52s;Izpildītie
"﻿""2018-09-20 17:42:57""";Sabiedriskā kārtība;Atkritumi;Nesakopta teritorija;Ļoti liela nekārtība, netirība uz jauni atvērtā Rīgas ielas posma.;Cēsu novada Pašvaldības policija;18h 00m 53s;Izpildītie
"﻿""2018-09-21 13:08:05""";Ielas un ceļi;Ceļa segums;Bedres;zem bruģa izskalots segums, iekritis bruģis;Cēsu novada Komunālā nodaļa;147h 43m 56s;Izpildītie
"﻿""2018-09-21 13:21:29""";Auto novietošana;Neatļauta novietošana;;Pie pašvaldības policijas durvīm zem zīmes 13:18 21.09.2018.;Cēsu novada Pašvaldības policija;01h 49m 38s;Izpildītie
"﻿""2018-09-21 13:28:01""";Auto novietošana;Neatļauta novietošana;;Šodien pie Baznīcas laukums 1, pulksten 13:30 tāpat kā vakar,  aizvakar un citas dienas.;Cēsu novada Pašvaldības policija;01h 54m 28s;Izpildītie
"﻿""2018-09-21 13:31:09""";Auto novietošana;Neatļauta novietošana;;Vakardien auto novietots neatļautā vietā un policija blakus un nekādīgi nereaģē. ;Cēsu novada Pašvaldības policija;00h 03m 57s;Izpildītie
"﻿""2018-09-21 15:33:55""";Auto novietošana;Neatļauta novietošana;;Foto veikts 15:36 un auto atkal stāv. ;Cēsu novada Pašvaldības policija;02h 01m 58s;Izpildītie
"﻿""2018-09-21 18:42:22""";Auto novietošana;Neatļauta novietošana;;"Pie policijas ēkas zem &quot;zīmes&quot;. 9. pants. Policijas darbinieka vispārīgie pienākumi Jebkura policijas darbinieka pienākums ir visā Latvijas Republikas teritorijā neatkarīgi no viņa ieņemamā amata, atrašanās vietas un laika gadījumā, ja pie viņa griežas personas ar pieteikumu vai ziņojumu par notikumu, kurš apdraud personu un sabiedrības drošību, kā arī pašam konstatējot tādu notikumu, veikt iespējamos pasākumus, lai novērstu likumpārkāpumu, glābtu cilvēkus un sniegtu viņiem palīdzību likumpārkāpumu izdarījušo personu konstatēšanā un aizturēšanā, noskaidrot aculieciniekus, apsargāt notikuma vietu, kā arī paziņot par notikušo tuvākajai policijas iestādei. Gar šo auto kā arī iepriekš sūtītos gadījumos policisti ir turpat blakus un nekādīgi nereaģē. ";Cēsu novada Pašvaldības policija;00h 11m 01s;Izpildītie
"﻿""2018-09-22 18:50:32""";Auto novietošana;Neatļauta novietošana;;Regulāri stāv ;Cēsu novada Pašvaldības policija;00h 31m 38s;Izpildītie
"﻿""2018-09-24 16:56:22""";ŪK maģistrālie tīkli;Lietus ūdens kanalizācija;;Divas akas, kas atvērtas stāv jau gadiem. Te tomēr garām nāk bērni un dzīvnieki. Īpaši bīstamas tās kļūst ziemā. Atrodas blakus taciņai, kas cauri mazdārziņiem ved no Loka ielas pāri Siļķupītei. Lūgums tās beidzot aizbērt/noslēgt.;Cēsu novada Komunālā nodaļa;71h 53m 59s;Izpildītie
"﻿""2018-09-26 09:13:30""";Ielas un ceļi;Ceļa segums;Bedres;Bedres visā ceļa platumā;Cēsu novada Komunālā nodaļa;24h 52m 20s;Izpildītie
"﻿""2018-09-26 11:52:19""";Auto novietošana;Neatļauta novietošana;;Boja ietvi;Cēsu novada Pašvaldības policija;00h 25m 44s;Izpildītie
"﻿""2018-09-26 14:53:06""";Vide;Koki un apstādījumi;Nolūzis vai bīstams koks;Nolūzis koks;Cēsu novada Pašvaldības policija;25h 49m 17s;Izpildītie
"﻿""2018-09-27 08:51:45""";Vide;Koki un apstādījumi;Nolūzis vai bīstams koks;Vēja nolauzsts koks. Vācu kapi.;Cēsu novada Pašvaldības policija;01h 09m 41s;Izpildītie
"﻿""2018-09-28 12:01:08""";Apgaismojums;Ielu apgaismojums;;gaišā dienas laikā deg apgaismojums Rīgas ielā.;Cēsu novada Komunālā nodaļa;00h 05m 07s;Izpildītie
"﻿""2018-09-28 12:56:28""";Vide;Koki un apstādījumi;Bojāta ceļazīme;Vētrā nolauzts koks. ;Cēsu novada Pašvaldības policija;75h 38m 07s;Izpildītie
"﻿""2018-09-29 15:02:07""";Vide;Koki un apstādījumi;Nolūzis vai bīstams koks;Labdien. Uz pilsētai piederošās zemes pie Dubinska dīķa daļēji sagāzies koks. Atlikušais koks arī apdraud dzīvojamo ēku. Būtu jāmeklē risinājums. ;Cēsu novada Pašvaldības policija;73h 07m 02s;Izpildītie
"﻿""2018-09-30 16:25:01""";Vide;Infrastruktūras bojājumi;Bojāts laternas stabs;Gandrīz krītoša brīdinājuma zīme, kas brīdina par krītošiem objektiem.;Cēsu novada Pašvaldības policija;44h 31m 40s;Izpildītie
"﻿""2018-10-01 13:04:53""";Ielas un ceļi;Ceļa segums;Bedres;"Pēc remontdarbu veikšanas, bruģi ieklāts nelīdzeni, atsevišķi akmeņi &#039;šūpojas&#039;, veidojas padziļinājums ";Cēsu novada Komunālā nodaļa;04h 29m 12s;Izpildītie
"﻿""2018-10-01 18:01:49""";Ielas un ceļi;Ceļa nomale;; labdien! Lūdzu,pārvietojiet puķu stendu-tas bloķē skatu uz gājējiem kuri vēlas šķērsot gājēju pāreju.;Cēsu novada Komunālā nodaļa;16h 09m 02s;Izpildītie
"﻿""2018-10-01 19:20:10""";Ielas un ceļi;Ceļa segums;Smilšu vanna;un arī trepe uz ceļa;Cēsu novada Komunālā nodaļa;15h 07m 19s;Izpildītie
"﻿""2018-10-01 19:30:04""";Ielas un ceļi;Ceļa segums;Smilšu vanna;smilšu vannā iespiestas rises;Cēsu novada Komunālā nodaļa;14h 58m 42s;Izpildītie
"﻿""2018-10-02 12:45:25""";Ielas un ceļi;Ceļa aprīkojums;Bojāta ceļazīme;Bojata celazime;Cēsu novada Komunālā nodaļa;03h 19m 24s;Izpildītie
"﻿""2018-10-02 22:25:26""";Ielas un ceļi;Ceļa segums;Uz braucamās daļas svešķermeņi;Lūgums organizēt iespēju gājējiem pārvietoties pa malu, neradot apdraudējumu drošībai ;Cēsu novada Komunālā nodaļa;41h 50m 12s;Izpildītie
"﻿""2018-10-03 11:38:13""";Auto novietošana;Neatļauta novietošana;;Lūdzu pakontrolēt auto stāvēšanu Rīgas ielā. Aptuveni puse no mašīnām ir bez laika atzīmes. Iela visa pilna, nav kur īslaicīgi nolikt auto.;Cēsu novada Pašvaldības policija;01h 07m 31s;Izpildītie
"﻿""2018-10-05 11:23:55""";Sabiedriskā kārtība;Atkritumi;Nesakopta teritorija;Izcila vieta izgāztuvei ilglaicīgā periodā- iepriekš sakopta teritorija,ērta piekļuve, cēsinieku un viesu acīm nenoslēpts daiļums.Tradīciju saglabāšana . Pavasarī- no pārpalikuma lielisks komposts un gatavas vagas kartupeļu stādīšanai. Droši sekosim šim piemēram un izmantosim pilsētas teritoriju līdzīgām darbībām!;Cēsu novada Pašvaldības policija;69h 49m 19s;Izpildītie
"﻿""2018-10-06 08:13:50""";Ielas un ceļi;Ceļa aprīkojums;Bojāta atdalošā barjera;Smilšu laukumā izlauzti norobežojošie stabiņi pie tirgus gājēju pārejas.;Cēsu novada Komunālā nodaļa;04h 29m 57s;Izpildītie
"﻿""2018-10-06 21:30:26""";Apgaismojums;Ielu apgaismojums;Nedeg viena vai vairākas laternas;Nedeg viens no apgaismes stabiem uz kalnmuižas ielas;Cēsu novada Komunālā nodaļa;838h 59m 59s;Izpildītie
"﻿""2018-10-07 13:31:14""";Sabiedriskā kārtība;Dzīvnieki;;Iespējams, auto notriekts beigts kaķītis pie trotuāra zālē.;Cēsu novada Pašvaldības policija;00h 46m 01s;Izpildītie
"﻿""2018-10-07 23:42:14""";Apgaismojums;Ielu apgaismojums;Nedeg viena vai vairākas laternas;Labdien. Šajā nedēļas nogalē nedeg apgaismojums Rūdolfa Blaumaņa bulvārī.;Cēsu novada Komunālā nodaļa;10h 32m 28s;Izpildītie
"﻿""2018-10-08 13:59:18""";Sabiedriskā kārtība;Atkritumi;Izveidota nelegāla izgāztuve;Piesārņots ar atrkritumiem.;Cēsu novada Pašvaldības policija;20h 50m 59s;Izpildītie
"﻿""2018-10-08 19:30:59""";Apgaismojums;Ielu apgaismojums;Nedeg viena vai vairākas laternas;Nedarbojas apgaismojums J.Poruka ielā. ;Cēsu novada Komunālā nodaļa;14h 19m 45s;Izpildītie
"﻿""2018-10-09 10:59:17""";Sabiedriskā kārtība;Atkritumi;Izveidota nelegāla izgāztuve;Iepriekš nosūtīju par piesārnotu vietu, precizak tas ir Katrinkalna iela, tur vairākās vietas piesārņots. ;Cēsu novada Pašvaldības policija;03h 04m 19s;Izpildītie
"﻿""2018-10-10 11:53:12""";Vide;Infrastruktūras bojājumi;Bojāts laternas stabs;vajadzētu padarīt gājējiem, bērniem drošāku šo posmu, ka neiekrīt kāds ūdenī.;Cēsu novada Pašvaldības policija;01h 31m 38s;Izpildītie
"﻿""2018-10-10 21:28:50""";Ielas un ceļi;Ceļa segums;Bedres;Gaujas 56a pagalma teritorijā š.g. jūnijā iebruka centrālās siltumtrases šahta, ko ir fiksējusi valsts policija. Kopš š.g. jūlija, kad notikavēl viens negadījums, ko fiksēja pašvaldības policija, ir uzstādītas vien norobežojošas konstrukcijas. Bedre aizvien eksistē. ;Cēsu novada Komunālā nodaļa;15h 45m 55s;Izpildītie
"﻿""2018-10-11 07:18:56""";Apgaismojums;Ielu lampas;Rises braucamajā daļā;"Pie Lauku ielas 3 apgaismojuma lampa nedarbojas. Biedējoša tumsa, jo arī veikals &quot;Top&quot; vairs neslēdz savu āra apgaismojumu, kas apgaismoja Lauku ielu. Lūdzu nodrošināt ielas apgaismojumu diennakts tumšajā laikā.";Cēsu novada Komunālā nodaļa;838h 59m 59s;Izpildītie
"﻿""2018-10-11 13:39:53""";Sabiedriskā kārtība;Cilvēki;Nav greiderēts;Pastariņu skolā vēlēšanās vēl iet pilnā sparā;Cēsu novada Pašvaldības policija;01h 23m 14s;Izpildītie
"﻿""2018-10-12 08:10:08""";Ielas un ceļi;Ceļa aprīkojums;Nav ceļa zīmes;Akmens un Festivāla ielu krustojums. Nu kad ko darīs? Regulāras avārijas. Uzlikt stopzīmes vajag. ;Cēsu novada Komunālā nodaļa;145h 46m 15s;Izpildītie
"﻿""2018-10-12 16:15:50""";Ielas un ceļi;Ceļa segums;Bedres;Piebraucamais ceļš pie Vaives ielas 4 ārkārtīgi sliktā stāvoklī!;Cēsu novada Komunālā nodaļa;65h 20m 40s;Izpildītie
"﻿""2018-10-12 16:49:59""";Ielas un ceļi;Ceļa segums;Bedres;Ata kronvalda 13. asfalts ieliecies pie akas. plaša bedre, braucot auto palecās kā uz tramplīna. ;Cēsu novada Komunālā nodaļa;113h 12m 38s;Izpildītie
"﻿""2018-10-12 17:18:41""";Vide;Infrastruktūras bojājumi;;Jūtama smaka no gaļas kombināta!;Cēsu novada Pašvaldības policija;137h 07m 00s;Izpildītie
"﻿""2018-10-12 18:09:34""";Ielas un ceļi;Ceļa nomale;Piegružota nomale;Stikla lauskas.;Cēsu novada Komunālā nodaļa;112h 32m 29s;Izpildītie
"﻿""2018-10-13 13:55:54""";Apgaismojums;Parka apgaismojums;Bojāts apgaismes ķermenis;Elektrības sadalītājs būs Pilsētas parka dīkī, tas ir pie kuteīša piestātness.;Cēsu novada Komunālā nodaļa;92h 59m 55s;Izpildītie
"﻿""2018-10-13 15:05:21""";Ielas un ceļi;Ceļa nomale;;Zvirbulu iela pec ielas remonta zala zona saberts vecais asvalta segums, vai tiesam ta paredzets? ;Cēsu novada Komunālā nodaļa;91h 35m 34s;Izpildītie
"﻿""2018-10-13 15:08:01""";Ielas un ceļi;Ceļa aprīkojums;;pec remontdarbiem joprojam nav sakartota komunikaciju aka;Cēsu novada Komunālā nodaļa;91h 30m 02s;Izpildītie
"﻿""2018-10-13 23:41:05""";Ielas un ceļi;Ceļa aprīkojums;Bojāta atdalošā barjera;Vēršos ar lūgumu - apļa krustojumos pie t/c Globuss un CTD vidusskolas ir akas vāki, kas ir bīstami motobraucējiem it īpaši slapjā laikā, jo tie nav rievoti, bet pilnībā gludi. Tie paliek slideni un var izraisīt CS negadījumus. Lūgums-vai tos var apmainīt pret rievotiem? Paldies!;Cēsu novada Komunālā nodaļa;83h 06m 35s;Izpildītie
"﻿""2018-10-14 16:20:54""";Ielas un ceļi;Ceļa segums;Bedres;Zinu, ka šī ir CDzP atbildība, bet pilnībā nekas nav mainijies! Sajūta kā sūnciemā. Visu viņu veiktie darbi ir bezjēdzīgi!;Cēsu novada Komunālā nodaļa;17h 23m 35s;Izpildītie
"﻿""2018-10-15 06:59:52""";Auto novietošana;Neatļauta novietošana;;Raiņa iela 14!!! Regulari un ari sobrid neatlauta masinas novietosana! kartibai jabut!;Cēsu novada Pašvaldības policija;00h 46m 27s;Izpildītie
"﻿""2018-10-15 08:20:32""";Auto novietošana;Neatļauta novietošana;;saja vieta REGULARI novietoti auto!POLICIJA REGULARI TO IGNORE, NEATBRAUC!Tas NAV mans darbs pec katra ieraudzita parkapuma doties uz policiju.Parkapejus IR JASODA POLICIJAI, kas ietilpst vinu pienakumos un par to sanem algu!!!Kadi vel attaisnojumi bus jaklausas vinu neizdaribai?;Cēsu novada Pašvaldības policija;00h 29m 00s;Izpildītie
"﻿""2018-10-16 15:16:49""";Ielas un ceļi;Ceļa segums;Izlijusi ķimiska viela;Labdien! Kad tiks noasvaltēta komunikāciju laikā no nemta asflata kārta Rūpniecības ielā?! Remonts pabeigts 2 ned., atpakal bet asfalts vē;Cēsu novada Komunālā nodaļa;18h 58m 43s;Izpildītie
"﻿""2018-10-16 16:11:56""";Vide;Infrastruktūras bojājumi;Bojāts laternas stabs;Bīstami gājējiem;Cēsu novada Pašvaldības policija;16h 46m 24s;Izpildītie
"﻿""2018-10-16 18:01:53""";Vide;Nesakopta teritorija;Nesavākti atkritumi;Vizītkarte tūristiem;Cēsu novada Pašvaldības policija;17h 07m 45s;Izpildītie
"﻿""2018-10-18 14:35:06""";Vide;Koki un apstādījumi;Izpostīti apstādījumi;Cēsu Domes optimizācijas plāna priekšā kapitulē pat 100-gadīgi ozoli un viņu kaimiņi. Loģisks turpinājums pirms 10 gadiem uzsāktajai Briežu ielas apstādījumu iznīcināšanas programmai.;Cēsu novada Pašvaldības policija;19h 10m 43s;Izpildītie
"﻿""2018-10-19 17:47:32""";Daudzdzīvokļu namu apsaimniekošana;Daudzdzīvokļu namu aprīkojums;Cits aprīkojums;Cilvēki samaksa naudu par tualeti un viss aizslēgts,var paskaidrot kāpēc? Ir kāds noteikts laiks vai kas ar stacijas tualeti?;Cēsu novada Komunālā nodaļa;159h 34m 20s;Izpildītie
"﻿""2018-10-21 11:38:39""";Auto novietošana;Neatļauta novietošana;;Raiņa iela 14! Masina neatlauta vieta novietota!;Cēsu novada Pašvaldības policija;00h 38m 41s;Izpildītie
"﻿""2018-10-21 21:17:21""";Sabiedriskā kārtība;Cilvēki;Nav greiderēts;Raiņa ielas pieturā pie dzelzceļa tilta zem soliņa zemē guļ cilvēks.;Cēsu novada Pašvaldības policija;84h 32m 59s;Izpildītie
"﻿""2018-10-22 13:42:49""";Ielas un ceļi;Ceļa aprīkojums;Bojāta ceļazīme;Nolauzta zīme;Cēsu novada Komunālā nodaļa;02h 19m 26s;Izpildītie
"﻿""2018-10-24 08:34:35""";Auto novietošana;Neatļauta novietošana;;Cēsu 5.PII stāvlaukums.;Cēsu novada Pašvaldības policija;00h 22m 49s;Izpildītie
"﻿""2018-10-24 12:46:47""";Sabiedriskā kārtība;Atkritumi;Nesakopta teritorija;Jau pāris nedēļas šādi izskatās Kr. Valdemāra ielā 3.;Cēsu novada Pašvaldības policija;00h 59m 13s;Izpildītie
"﻿""2018-10-24 13:44:57""";Ielas un ceļi;Ceļa aprīkojums;Nedarbojas luksofors;Nestrādā luksofors lapsu piebalgas ielu krustojumā ;Cēsu novada Komunālā nodaļa;00h 09m 10s;Izpildītie
"﻿""2018-10-24 15:57:17""";Būvniecība;Citi gadījumi;Bojāts apgaismes ķermenis;šādu kasti šo pēcpusdien pieskrūvējuši pie mūsu vārtiem Lauku ielā x. Nekas nav prasīts, ne saskaņots. Redzēta Latvijas Pasta mašīna.;Cēsu novada Būvvalde;17h 44m 27s;Izpildītie
"﻿""2018-10-30 15:45:36""";Vide;Infrastruktūras bojājumi;;Atkal smaka no gaļas kombināta!;Cēsu novada Pašvaldības policija;00h 29m 19s;Izpildītie
"﻿""2018-10-31 09:42:30""";Ielas un ceļi;Ceļa aprīkojums;;diezgan oriģināls risinājums ;Cēsu novada Komunālā nodaļa;50h 21m 38s;Izpildītie
"﻿""2018-10-31 19:36:16""";Apgaismojums;Ielu apgaismojums;Nedeg viena vai vairākas laternas;Cēsīs Annas, Pāvila, Raiskuma, Avotu ielā nedeg neviens ielas apgaismojums vakarā. Lūdzu steidzamu risinājumu;Cēsu novada Komunālā nodaļa;15h 46m 58s;Izpildītie
"﻿""2018-11-01 11:46:13""";Apgaismojums;Ielu lampas;Rises braucamajā daļā;nav izslēgts ielu apgaismojums Zvirbuļu ielā;Cēsu novada Komunālā nodaļa;01h 56m 08s;Izpildītie
"﻿""2018-11-02 17:55:51""";Ielas un ceļi;Ceļa nomale;Bojāta apmale;Stikla pudeles lauskas uz ietves daļas.;Cēsu novada Komunālā nodaļa;00h 49m 52s;Izpildītie
"﻿""2018-11-03 20:20:54""";Apgaismojums;Ielu apgaismojums;Bojāts apgaismes ķermenis;Deg Ziemassvetku rotajums;Cēsu novada Komunālā nodaļa;44h 39m 41s;Izpildītie
"﻿""2018-11-04 11:06:51""";Daudzdzīvokļu namu apsaimniekošana;Daudzdzīvokļu namu aprīkojums;Aprīkojuma bojājumi (Logi, durvis,...);Nama īpašniekam nerūp ne īres nama stāvoklis, ne īrnieku drošība.;Cēsu novada Komunālā nodaļa;97h 47m 13s;Izpildītie
"﻿""2018-11-05 11:31:14""";Ielas un ceļi;Ceļa segums;Bedres;Ļoti asa mala- augstuma atšķirība starp asfaltu un grants segumu, bez brīdinājuma zīmes. Potenciāla mašīnas bojājuma vieta.;Cēsu novada Komunālā nodaļa;04h 41m 03s;Izpildītie
"﻿""2018-11-05 11:33:31""";Ielas un ceļi;Ceļa segums;Bedres;Ļoti asa mala- augstuma atšķirība starp asfaltu un grants segumu, bez brīdinājuma zīmes. Potenciāla mašīnas bojājuma vieta.;Cēsu novada Komunālā nodaļa;00h 27m 47s;Izpildītie
"﻿""2018-11-05 11:36:40""";Ielas un ceļi;Ceļa segums;Bedres;Ļoti asa mala- augstuma atšķirība starp asfaltu un grants segumu, bez brīdinājuma zīmes. Potenciāla mašīnas bojājuma vieta.;Cēsu novada Komunālā nodaļa;01h 28m 01s;Izpildītie
"﻿""2018-11-05 12:02:31""";Daudzdzīvokļu namu apsaimniekošana;Daudzdzīvokļu namu aprīkojums;Bojāts ceļa zīmju masts;Šādi izskatās pagraba lūka īres nama pagalmā, kurā dzīvo ģimenes ar maziem bērniem. ;Cēsu novada Komunālā nodaļa;72h 53m 55s;Izpildītie
"﻿""2018-11-05 12:03:14""";Daudzdzīvokļu namu apsaimniekošana;Daudzdzīvokļu namu aprīkojums;Bojāts ceļa zīmju masts;No sienām krītošs apmetums.;Cēsu novada Komunālā nodaļa;72h 51m 44s;Izpildītie
"﻿""2018-11-06 15:22:02""";Ielas un ceļi;Ceļa aprīkojums;Bojāta ceļazīme;Vai tiesam sada nepievilciga reklama janovieto vecpilsetas centra un vel trotuara vidu;Cēsu novada Komunālā nodaļa;45h 36m 32s;Izpildītie
"﻿""2018-11-06 18:17:32""";Ielas un ceļi;Ceļa segums;Bedres;Labdien, pie Izstāžu nama uz gajēju celiņa izlūzuši bruģakmeņi!;Cēsu novada Komunālā nodaļa;208h 09m 44s;Izpildītie
"﻿""2018-11-07 08:13:31""";Sabiedriskā kārtība;Dzīvnieki;;Leona Paegles iela 2d pagalma 3  dienas skraida sunuks bez saimnieka;Cēsu novada Pašvaldības policija;04h 18m 28s;Izpildītie
"﻿""2018-11-07 16:24:38""";Būvniecība;Citi gadījumi;Bojāts apgaismes ķermenis;Izvēlies dāvanu!;Cēsu novada Būvvalde;144h 50m 31s;Noraidītie
"﻿""2018-11-08 07:51:08""";Sabiedriskā kārtība;Dzīvnieki;;Jau 3. dienu Leona Paegles 2D klīst sunītis;Cēsu novada Pašvaldības policija;00h 04m 14s;Izpildītie
"﻿""2018-11-09 08:37:31""";Apgaismojums;Ielu apgaismojums;;Kopš Cīrulīšu un Kovārņu ielās pieslēdza jauno apgaismojumu, nedarbojas vienīgā apgaismes lampa Mazā Zīļu ielā ;Cēsu novada Komunālā nodaļa;73h 53m 12s;Izpildītie
"﻿""2018-11-11 17:54:20""";Auto novietošana;Neatļauta novietošana;;2 auto šķiet uz gājēju celiņa ;Cēsu novada Pašvaldības policija;02h 19m 09s;Izpildītie
"﻿""2018-11-12 08:10:38""";Sabiedriskā kārtība;Dzīvnieki;Bojāta sadalošā barjera;brīvā vaļā klīst govju bars. redzēju uz norādītā lauka pie dīķa;Cēsu novada Pašvaldības policija;00h 05m 22s;Izpildītie
"﻿""2018-11-12 10:51:28""";Apgaismojums;Ielu lampas;Rises braucamajā daļā;Izdegusi laterna, būtu jauki ja tiktu sataisīta, savādāk ļoti tumš krustojums. ;Cēsu novada Komunālā nodaļa;06h 14m 04s;Izpildītie
"﻿""2018-11-12 12:15:16""";Vide;Infrastruktūras bojājumi;;Palasta 11;Cēsu novada Pašvaldības policija;04h 50m 02s;Izpildītie
"﻿""2018-11-13 07:21:46""";Apgaismojums;Ielu apgaismojums;;Cēsīs negeg Pāvila, Annas, Raiskuma, Avotu ielas apgaismojums. ;Cēsu novada Komunālā nodaļa;31h 17m 51s;Izpildītie
"﻿""2018-11-13 07:53:34""";Sabiedriskā kārtība;Dzīvnieki;Bojāta sadalošā barjera;2.diena. joprojām tās govis klīst. izbradā pagalmus.;Cēsu novada Pašvaldības policija;00h 35m 08s;Izpildītie
